Gene symbol	Description	Astrocytes	Neuron	Oligodendrocyte Precursor Cell	Newly Formed Oligodendrocyte	Myelinating Oligodendrocytes	Microglia	Endothelial Cells	cell-cell adhesion	cell surface	opc_fold_change	endothelial_fold_change
Casp2	Caspase 2, apoptosis-related cysteine peptidase (neural precursor cell expressed, developmentally down-regulated 2)	5.7323	6.7647	9.7392	7.8525	2.3865	2.6495	7.5082	0	0	2.0289	0.35901
Casp3	Caspase 3, apoptosis-related cysteine peptidase	8.8753	72.567	16.491	35.811	7.6768	6.6323	14.25	0	0	1.1031	-0.79216
Casp4	Caspase 4, apoptosis-related cysteine peptidase	0.1	0.12509	0.82626	0.1	0.1	8.5521	4.2865	0	0	3.0466	1.3915
Casp6	Caspase 6, apoptosis-related cysteine peptidase	4.6335	2.0832	2.6842	2.388	1.1375	6.6769	52.161	0	0	1.2386	3.9968
Casp7	Caspase 7, apoptosis-related cysteine peptidase	3.544	1.8422	7.8595	2.171	0.20706	3.9803	22.204	0	0	5.2463	2.7647
Casp8	Caspase 8, apoptosis-related cysteine peptidase	1.2972	0.19709	1.5246	0.10146	0.10372	12.431	21.862	0	0	3.8777	3.0667
Casp8ap2	CASP8 associated protein 2	5.1542	1.5669	2.2801	1.4739	0.20245	0.18725	2.6445	0	0	3.4935	0.54636
Casp9	Caspase 9, apoptosis-related cysteine peptidase	5.7912	5.5042	4.3843	3.0617	2.9293	8.9418	4.4102	0	0	0.58177	-0.21025
Casq1	Calsequestrin 1 (fast-twitch, skeletal muscle)	0.79249	0.32137	0.13405	0.17085	0.38872	0.1	0.48811	0	0	-1.536	0.61856
Casq2	Calsequestrin 2 (cardiac muscle)	0.15646	0.2295	0.31971	0.1	0.13527	0.20624	4.6708	0	0	1.2409	4.6105
Casr	Calcium-sensing receptor (hypocalciuric hypercalcemia 1, severe neonatal hyperparathyroidism)	0.1	0.1	0.1	15.489	2.1562	0.1	0.1	0	1	-4.4304	-4.9105
Cass4		0.1	0.41092	2.2915	0.1	0.10066	16.874	0.1	0	0	4.5087	-5.05
Cast	Calpastatin	0.50645	0.76211	0.5246	0.1	0.1	0.70886	27.214	0	0	2.3912	5.9172
Casz1	Castor zinc finger 1	0.106	5.6918	0.1	0.1	0.1	0.65971	0.1	0	0	0	-3.4934
Cat	Catalase	47.634	14.074	33.476	42.959	37.092	15.893	51.066	0	0	-0.14797	0.68086
Catsper1	Cation channel, sperm associated 1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Catsper2	Cation channel, sperm associated 2	5.761	1.4259	0.91676	3.0505	2.1003	0.34629	1.095	0	0	-1.196	-1.0497
Catsper3	Cation channel, sperm associated 3	0.1	0.1	0.1956	0.1	0.1	0.16628	0.1	0	0	0.96794	-0.34461
Catsper4	Cation channel, sperm associated 4	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Catsperb	Cation channel, sperm-associated, beta	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Catsperg1		0.1	0.21286	0.1	0.1	0.1	0.10945	0.1	0	0	0	-0.26766
Catsperg2		0.1	0.16561	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.14972
Cav1	Caveolin 1, caveolae protein, 22kDa	5.733	1.412	80.36	23.392	1.3385	0.41999	218.45	0	1	5.9078	3.5403
Cav2	Caveolin 2	13.584	4.2663	34.538	7.2001	0.53196	0.26749	65.531	0	1	6.0207	2.7029
Cav3	Caveolin 3	0.1	0.16576	0.1	0.1	0.1	0.1	0.1	0	1	0	-0.15005
Cbara1	Calcium binding atopy-related autoantigen 1	12.885	22.146	28.343	38.929	35.607	33.33	17.01	0	0	-0.32921	-0.74659
Cbfa2t2	Core-binding factor, runt domain, alpha subunit 2; translocated to, 2	4.8265	7.0712	2.7275	2.5541	2.9108	2.0468	3.2433	0	0	-0.09386	-0.18595
Cbfa2t3	Core-binding factor, runt domain, alpha subunit 2; translocated to, 3	0.1	1.9608	0.2877	0.10996	0.14518	1.9316	2.4691	0	0	0.98673	1.7078
Cbfb	Core-binding factor, beta subunit	31.502	10.685	28.534	32.292	6.8764	13.98	19.212	0	0	2.053	-0.10378
Cbl	Cas-Br-M (murine) ecotropic retroviral transforming sequence	9.2617	6.577	6.8619	6.3498	3.2345	7.4054	4.9935	0	0	1.0851	-0.4057
Cblb	Cas-Br-M (murine) ecotropic retroviral transforming sequence b	10.006	5.528	3.2875	1.893	1.2287	1.6988	2.0809	1	0	1.4199	-0.92109
Cblc	Cas-Br-M (murine) ecotropic retroviral transforming sequence c	0.1	0.1	0.1	0.1	0.1	0.18886	0.1	0	0	0	-0.19925
Cbll1	Cas-Br-M (murine) ecotropic retroviral transforming sequence-like 1	4.1045	6.0577	4.3408	3.7348	2.1159	2.384	3.3693	1	0	1.0367	-0.16962
Cbln1	Cerebellin 1 precursor	0.14927	5.8224	1.798	0.5149	0.29688	0.25289	0.1	1	0	2.5985	-3.8801
Cbln2	Cerebellin 2 precursor	0.10102	11.801	0.35403	4.0571	0.50837	0.18458	2.5025	0	0	-0.522	-0.17967
Cbln3	Cerebellin 3 precursor	0.17725	0.32659	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.59111
Cbln4	Cerebellin 4 precursor	0.13459	3.5008	0.36971	0.1	0.10007	0.1	0.1	0	0	1.8854	-2.843
Cbr1	Carbonyl reductase 1	12.92	40.852	30.653	17.351	11.083	17.815	15.557	0	0	1.4677	-0.48534
Cbr2		0.1	0.13854	5.1772	0.11632	1.0492	124.98	0.1	0	0	2.3029	-7.7765
Cbr3	Carbonyl reductase 3	28.455	1.8235	21.606	4.602	1.6577	4.1927	0.42301	0	0	3.7042	-4.6183
Cbr4	Carbonyl reductase 4	5.9759	2.9905	5.3518	2.7721	1.9029	1.8935	5.3392	0	0	1.4918	0.61708
Cbs	Cystathionine-beta-synthase	91.373	3.7303	4.6976	0.50548	1.8281	2.0996	0.1991	0	0	1.3615	-6.4471
Cbwd1	COBW domain containing 1	3.445	2.2924	3.3794	3.5692	2.1915	0.38929	4.3579	0	0	0.62485	0.77629
Cbx1	Chromobox homolog 1 (HP1 beta homolog Drosophila )	17.482	15.222	15.074	9.7235	4.8631	6.1363	13.901	0	0	1.6321	0.28399
Cbx2	Chromobox homolog 2 (Pc class homolog, Drosophila)	1.5137	1.3946	1.589	0.45979	0.1	0.22153	0.88867	0	0	3.99	0.014533
Cbx3	Chromobox homolog 3 (HP1 gamma homolog, Drosophila)	28.023	44.533	42.671	28.101	9.4939	3.9728	32.005	0	0	2.1682	0.29245
Cbx4	Chromobox homolog 4 (Pc class homolog, Drosophila)	14.069	11.181	9.3596	9.6036	6.5009	7.3557	3.717	0	0	0.52582	-1.3806
Cbx5	Chromobox homolog 5 (HP1 alpha homolog, Drosophila)	57.864	23.16	24.84	14.112	5.5289	1.4995	6.1281	0	0	2.1676	-1.7883
Cbx6	Chromobox homolog 6	10.036	52.314	29.148	16.998	22.126	11.687	9.8775	0	0	0.39766	-1.2638
Cbx7	Chromobox homolog 7	2.9406	8.9264	2.3725	0.89419	0.56866	4.568	0.51929	0	0	2.0607	-2.7017
Cbx8	Chromobox homolog 8 (Pc class homolog, Drosophila)	11.817	6.9661	7.7824	3.017	0.94322	1.3139	2.5416	0	0	3.0445	-1.0621
Cby1	Chibby homolog 1 (Drosophila)	13.055	16.45	25.218	16.142	11.882	6.2141	17.944	0	0	1.0857	0.27527
Cc2d1a	Coiled-coil and C2 domain containing 1A	6.8116	14.962	5.8233	3.1681	1.7966	7.1999	3.2892	0	0	1.6966	-1.0106
Cc2d1b	Coiled-coil and C2 domain containing 1B	9.8715	5.1173	8.2286	16.493	17.361	9.9372	3.1375	0	0	-1.0772	-1.8317
Cc2d2a	Coiled-coil and C2 domain containing 2A	11.497	1.3715	8.3689	2.3739	0.37032	0.33188	1.5311	0	0	4.4982	-1.4041
Ccar1	Cell division cycle and apoptosis regulator 1	21.241	12.52	15.09	8.8554	2.5974	2.6486	15.83	0	0	2.5384	0.59339
Ccbe1	Collagen and calcium binding EGF domains 1	0.1	10.738	1.2127	0.15882	0.1	0.1	0.1	0	0	3.6001	-4.3703
Ccbl1	Cysteine conjugate-beta lyase; cytoplasmic (glutamine transaminase K, kyneurenine aminotransferase)	5.2711	5.2004	6.9078	4.2256	2.1698	2.0934	2.1121	0	0	1.6707	-1.0295
Ccbl2	Cysteine conjugate-beta lyase 2	5.2416	0.43242	1.4187	2.1728	1.8236	1.2107	0.67007	0	0	-0.36225	-1.6132
Ccbp2	Chemokine binding protein 2	0.12895	0.16747	0.10736	0.1	0.12572	0.1	20.298	0	0	-0.22777	7.3833
Ccdc101	Coiled-coil domain containing 101	3.5961	7.1842	10.48	7.5276	6.4768	6.8828	11.839	0	0	0.69429	0.7531
Ccdc102a	Coiled-coil domain containing 102A	3.9356	0.35424	0.39295	0.1	0.11552	2.9441	5.1003	0	0	1.7662	1.9642
Ccdc103	Coiled-coil domain containing 103	0.38992	0.15164	0.19267	0.1	0.1	0.17497	0.12957	0	0	0.94617	-0.5128
Ccdc104	Coiled-coil domain containing 104	18.058	22.509	20.073	24.494	20.382	1.9711	14.189	0	0	-0.022059	-0.33635
Ccdc105	Coiled-coil domain containing 105	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Ccdc106	Coiled-coil domain containing 106	1.5009	9.9679	9.5343	3.6971	1.6465	3.855	0.2284	0	0	2.5337	-4.462
Ccdc107	Coiled-coil domain containing 107	10.44	12.801	22.168	9.0039	3.5373	23.293	15.058	0	0	2.6478	0.15328
Ccdc108	Coiled-coil domain containing 108	0.40814	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.59795
Ccdc109a	Coiled-coil domain containing 109A	10.682	5.6354	7.2347	4.6563	1.2815	1.9606	4.4593	0	0	2.4971	-0.23324
Ccdc109b	Coiled-coil domain containing 109B	0.1	1.835	0.20548	0.1	0.1	0.69318	0.96476	0	0	1.039	0.93215
Ccdc11	Coiled-coil domain containing 11	0.13016	0.15759	0.12031	0.10123	0.1	0.1	0.1	0	0	0.26676	-0.24142
Ccdc110	Coiled-coil domain containing 110	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Ccdc111		2.1917	1.3554	2.4041	1.7686	0.67875	2.1118	2.7395	0	0	1.8245	0.64516
Ccdc112	Coiled-coil domain containing 112	1.1695	3.04	1.9512	0.7358	0.40338	0.12412	0.21952	0	0	2.2742	-2.4948
Ccdc113	Coiled-coil domain containing 113	0.37314	0.1108	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.55899
Ccdc114	Coiled-coil domain containing 114	2.8238	3.2957	3.8219	0.66669	0.1	0.20821	0.52916	0	0	5.2562	-1.7817
Ccdc115	Coiled-coil domain containing 115	3.4413	7.8672	8.1295	7.3885	4.7604	8.5862	6.8699	0	0	0.77208	0.037093
Ccdc116	Coiled-coil domain containing 116	0.1541	0.80764	0.1	0.10031	0.1	0.1466	0.10628	0	0	0	-1.1434
Ccdc117	Coiled-coil domain containing 117	7.3794	6.8449	12.087	8.7396	4.4496	4.6106	12.546	0	0	1.4417	0.77104
Ccdc12	Coiled-coil domain containing 12	6.0561	6.0383	10.603	8.9162	6.019	19.64	14.747	0	0	0.8169	0.62759
Ccdc120	Coiled-coil domain containing 120	1.1201	7.2671	3.1365	1.0631	0.21011	0.20671	0.45093	0	0	3.8999	-2.2649
Ccdc121	Coiled-coil domain containing 121	0.83475	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	-1.1535
Ccdc122	Coiled-coil domain containing 122	2.2498	0.17823	0.53485	0.24412	0.23747	0.92318	2.18	0	0	1.1714	1.5825
Ccdc123	Coiled-coil domain containing 123	5.9814	2.6385	2.9719	1.7466	1.3526	1.4739	2.8161	0	0	1.1356	0.06385
Ccdc124	Coiled-coil domain containing 124	13.038	25.439	36.819	31.163	33.646	30.201	28.107	0	0	0.13003	-0.014148
Ccdc125	Coiled-coil domain containing 125	0.13287	0.12183	0.11652	0.1	0.1	0.18874	4.0135	0	0	0.22053	4.9858
Ccdc126	Coiled-coil domain containing 126	3.4886	3.0623	5.9099	2.5237	0.99158	1.3634	17.683	0	0	2.5753	2.6132
Ccdc127	Coiled-coil domain containing 127	10.435	9.9378	11.49	7.8149	4.9728	1.9349	6.6801	0	0	1.2083	-0.21697
Ccdc129	Coiled-coil domain containing 129	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Ccdc13		1.8778	0.23892	0.74839	4.1551	7.8166	0.16081	0.1	0	0	-3.3847	-4.6436
Ccdc130	Coiled-coil domain containing 130	3.0241	2.1302	3.1786	2.8181	2.5335	2.9413	2.3577	0	0	0.32721	-0.233
Ccdc132	Coiled-coil domain containing 132	11.111	6.8854	9.5988	8.2809	3.3494	3.117	6.5191	0	0	1.519	-0.11439
Ccdc134	Coiled-coil domain containing 134	5.9613	2.3092	14.599	12.364	3.7716	8.3004	2.3147	0	0	1.9527	-1.7682
Ccdc135	Coiled-coil domain containing 135	0.25625	0.11837	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.36851
Ccdc136	Coiled-coil domain containing 136	15.312	14.085	1.1942	0.29913	0.9465	0.61398	2.35	0	0	0.3354	-1.2025
Ccdc137	Coiled-coil domain containing 137	4.8277	5.672	6.6061	6.5023	2.8671	3.1701	4.6269	0	0	1.2042	-0.094723
Ccdc138	Coiled-coil domain containing 138	2.9941	1.1739	1.2054	0.48019	0.2152	0.1	0.63385	0	0	2.4858	-0.69782
Ccdc14	Coiled-coil domain containing 14	1.4956	0.35653	1.5486	0.46576	0.14572	0.13417	0.63795	0	0	3.4097	-0.1154
Ccdc141	Coiled-coil domain containing 141	20.75	0.59428	0.41228	0.1	0.1	0.13113	51.118	0	0	2.0436	3.7955
Ccdc142	Coiled-coil domain containing 142	4.019	2.8483	3.1507	1.5647	0.29777	3.342	1.0795	0	0	3.4034	-1.2328
Ccdc144b	Coiled-coil domain containing 144B	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Ccdc146		0.17459	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.16905
Ccdc147		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Ccdc148		0.13056	1.922	0.32368	0.19983	0.12154	0.1	0.1	0	0	1.4131	-2.2212
Ccdc15	Coiled-coil domain containing 15	0.5225	0.5439	0.36874	0.18898	0.1	0.1	0.21564	0	0	1.8826	-0.49555
Ccdc150		0.1	0.12448	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.057695
Ccdc151		1.0579	0.84194	0.28486	0.13721	0.1	0.1008	0.1	0	0	1.5102	-2.072
Ccdc152		0.10422	0.53509	0.1	0.1	0.1	0.1	0.2269	0	0	0	0.38949
Ccdc153		0.30817	0.1	0.1	0.1	0.1	0.1	0.10746	0	0	0	-0.32588
Ccdc154		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Ccdc155		0.1	0.22993	0.10318	0.1	0.1	0.11027	0.1	0	0	0.045212	-0.30914
Ccdc157		15.905	8.4046	1.8758	1.0589	0.89127	0.97165	2.7596	0	0	1.0735	-0.8139
Ccdc158		0.1	0.10753	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.01799
Ccdc159		3.501	3.0865	1.4326	1.7733	0.98393	0.1335	0.29791	0	0	0.54203	-2.6098
Ccdc160		0.65758	0.33143	0.45243	0.25377	0.40259	0.1	0.15797	0	0	0.16836	-1.2134
Ccdc162		0.1026	0.10218	0.24426	0.1	0.10555	3.0123	0.1	0	0	1.2105	-2.6115
Ccdc163		1.9163	0.66486	2.4922	4.5684	3.2045	3.1608	4.4918	0	0	-0.36267	0.75163
Ccdc164		1.8333	2.0742	2.0986	0.89184	0.37724	0.36707	0.1	0	0	2.4758	-3.671
Ccdc17	Coiled-coil domain containing 17	0.53342	0.15702	0.13194	0.15688	0.17734	0.3897	0.46948	0	0	-0.42669	0.86528
Ccdc18	Coiled-coil domain containing 18	0.85433	0.24542	0.39281	0.11827	0.1	0.1	0.33313	0	0	1.9738	0.14244
Ccdc19	Coiled-coil domain containing 19	0.35094	0.1	0.1	0.1	0.1	0.15222	0.25506	0	0	0	0.76082
Ccdc21	Coiled-coil domain containing 21	4.2994	2.3809	5.2565	5.7667	3.8787	2.5369	3.0988	0	0	0.43854	-0.37542
Ccdc22	Coiled-coil domain containing 22	8.0656	11.224	10.727	7.073	5.433	33.894	6.8886	0	0	0.98143	-0.88665
Ccdc23	Coiled-coil domain containing 23	10.013	15.996	21.959	13.414	9.4132	21.065	34.032	0	0	1.2221	1.1524
Ccdc24	Coiled-coil domain containing 24	0.80698	1.5904	0.95055	0.4197	0.20549	0.13917	0.34897	0	0	2.2097	-0.97382
Ccdc25	Coiled-coil domain containing 25	6.8202	5.1058	7.3289	5.7181	2.2365	1.1154	5.9311	0	0	1.7124	0.32927
Ccdc27	Coiled-coil domain containing 27	0.1	0.27603	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.37115
Ccdc28a	Coiled-coil domain containing 28A	1.5864	2.4762	3.7385	1.5226	1.1931	4.1322	3.2347	0	0	1.6477	0.40586
Ccdc28b	Coiled-coil domain containing 28B	24.6	22.307	31.912	24.077	40.07	5.3371	21.837	0	0	-0.32841	-0.17872
Ccdc3		3.3955	0.41182	0.45304	0.16664	0.41444	0.24709	1.3553	0	0	0.12848	0.67637
Ccdc30		0.82663	1.5654	0.39684	0.29306	0.15258	0.20715	0.79892	0	0	1.379	0.47798
Ccdc32	Coiled-coil domain containing 32	5.4463	11.448	11.713	5.9129	3.8947	4.075	6.9186	0	0	1.5885	-0.0336
Ccdc33	Coiled-coil domain containing 33	0.10709	0.18164	0.1	0.1	0.1	0.1	0.1083	0	0	0	-0.083877
Ccdc34	Coiled-coil domain containing 34	7.5026	5.0293	7.8441	5.4237	4.9926	1.6776	5.5613	0	0	0.65182	0.039364
Ccdc36	Coiled-coil domain containing 36	0.1	0.4245	0.1694	0.1	0.1	0.63245	0.1	0	0	0.76039	-1.347
Ccdc37	Coiled-coil domain containing 37	14.633	0.47968	1.6729	0.27677	0.1	0.1438	0.1	0	0	4.0643	-4.8501
Ccdc38	Coiled-coil domain containing 38	0.19988	0.10582	0.23345	0.1	0.1	0.1	0.1	0	0	1.2231	-0.48396
Ccdc39	Coiled-coil domain containing 39	4.0107	3.9147	2.2324	0.61267	0.11135	0.1	0.10333	0	0	4.3254	-4.1468
Ccdc40	Coiled-coil domain containing 40	0.32222	0.32626	0.10479	0.1	0.1	0.1	0.1	0	0	0.067556	-0.81186
Ccdc41	Coiled-coil domain containing 41	10.074	5.1827	5.5664	2.1452	0.98603	1.1726	8.5103	0	0	2.4971	1.023
Ccdc42	Coiled-coil domain containing 42	0.1	0.1	0.1	0.1	0.11679	0.1	0.17198	0	0	-0.22395	0.74241
Ccdc42b		0.13033	0.1	0.1	0.11562	0.1	0.1	0.1	0	0	0	-0.10646
Ccdc43	Coiled-coil domain containing 43	6.3456	5.2394	6.3742	5.8489	2.3457	3.893	7.7229	0	0	1.4422	0.62497
Ccdc45	Coiled-coil domain containing 45	5.5739	2.7901	3.4682	2.68	0.8854	0.83058	1.7009	0	0	1.9698	-0.66916
Ccdc46	Coiled-coil domain containing 46	2.141	4.3888	0.62578	0.20766	0.13412	0.14058	1.8342	0	0	2.2221	0.52694
Ccdc47	Coiled-coil domain containing 47	23.02	19.211	28.049	31.445	10.003	8.6463	23.268	0	0	1.4875	0.21384
Ccdc48	Coiled-coil domain containing 48	0.1	0.26275	0.27453	0.14158	0.17878	0.1	0.97018	0	0	0.61881	2.4604
Ccdc50	Coiled-coil domain containing 50	20.939	18.221	14.136	8.9392	2.6636	9.9314	15.659	0	0	2.4079	0.32832
Ccdc51	Coiled-coil domain containing 51	2.8981	0.8353	0.95637	0.69815	0.64019	1.5143	2.0833	0	0	0.57907	0.7288
Ccdc53	Coiled-coil domain containing 53	6.3254	4.6146	11.008	7.7028	8.3979	10.707	23.963	0	0	0.3904	1.5602
Ccdc54	Coiled-coil domain containing 54	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Ccdc55	Coiled-coil domain containing 55	5.783	1.6599	2.2703	1.1085	0.50476	0.53824	3.4793	0	0	2.1692	0.81516
Ccdc56	Coiled-coil domain containing 56	10.024	26.262	32.506	27.512	33.644	30.107	43.242	0	0	-0.04966	0.6969
Ccdc57	Coiled-coil domain containing 57	2.1872	1.927	1.2655	0.36527	0.12614	0.32514	0.26246	0	0	3.3267	-1.9763
Ccdc58	Coiled-coil domain containing 58	5.5219	2.1942	4.4023	3.6408	3.0441	0.9765	6.0927	0	0	0.53222	0.88608
Ccdc59	Coiled-coil domain containing 59	15.821	11.054	13.195	10.628	5.4451	5.1996	14.895	0	0	1.2769	0.54286
Ccdc6	Coiled-coil domain containing 6	11.402	22.128	5.0522	4.2414	1.9688	2.2139	3.1413	0	0	1.3596	-1.3185
Ccdc60	Coiled-coil domain containing 60	0.49637	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.73172
Ccdc61	Coiled-coil domain containing 61	4.7626	3.3349	3.0174	2.8363	2.681	2.9458	3.2395	0	0	0.17054	-0.010421
Ccdc62	Coiled-coil domain containing 62	1.7064	0.81049	0.79949	0.88182	0.38373	0.21996	0.66206	0	0	1.059	-0.2736
Ccdc63	Coiled-coil domain containing 63	0.1	0.1	0.1	0.1	0.1	0.16809	0.1	0	0	0	-0.15508
Ccdc64	Coiled-coil domain containing 64	0.61529	14.086	4.4835	1.5174	1.0692	0.79652	0.27744	0	0	2.0681	-3.761
Ccdc64b	Coiled-coil domain containing 64B	0.1	0.1	0.1	0.1	0.1	0.1656	0.61377	0	0	0	2.468
Ccdc65	Coiled-coil domain containing 65	0.24727	1.0322	0.22438	0.75	0.49022	0.13889	0.11661	0	0	-1.1275	-2.0429
Ccdc66	Coiled-coil domain containing 66	5.6838	2.4559	5.4402	2.4317	0.42785	0.5096	2.5634	0	0	3.6685	-0.14012
Ccdc67	Coiled-coil domain containing 67	0.8218	0.1	0.1	0.1	0.1	0.1	0.12806	0	0	0	-0.78264
Ccdc68	Coiled-coil domain containing 68	0.1	0.1	0.1	0.1	0.1	0.1	0.15909	0	0	0	0.66982
Ccdc69	Coiled-coil domain containing 69	0.7766	0.1	0.43921	0.1	0.1	0.3908	1.0461	0	0	2.1349	1.7189
Ccdc7	Coiled-coil domain containing 7	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Ccdc70	Coiled-coil domain containing 70	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Ccdc71	Coiled-coil domain containing 71	2.5534	3.5736	3.9885	2.4413	2.2228	6.4522	5.7206	0	0	0.84345	0.69296
Ccdc72	Coiled-coil domain containing 72	6.8622	22.431	18.755	23.962	23.264	11.683	36.581	0	0	-0.31079	1.0371
Ccdc73	Coiled-coil domain containing 73	0.33695	1.267	0.44933	0.40772	0.11129	0.1	0.11283	0	0	2.0134	-1.9809
Ccdc74a	Coiled-coil domain containing 74A	2.8833	0.7471	0.50586	3.7357	4.2475	0.34481	0.24485	0	0	-3.0698	-3.0848
Ccdc75	Coiled-coil domain containing 75	4.1229	3.8881	4.0492	4.7228	3.0189	0.53187	2.8611	0	0	0.42362	-0.24428
Ccdc76	Coiled-coil domain containing 76	2.4007	1.5099	1.3875	0.9888	0.87456	0.25711	2.0001	0	0	0.66584	0.69389
Ccdc77	Coiled-coil domain containing 77	3.6657	1.0836	1.8243	1.6559	0.92003	0.57611	2.2553	0	0	0.98759	0.47649
Ccdc78	Coiled-coil domain containing 78	0.23812	0.11318	0.13777	0.10863	0.10484	0.1	0.1063	0	0	0.39404	-0.33152
Ccdc79	Coiled-coil domain containing 79	0.1	0.26255	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.34587
Ccdc8	Coiled-coil domain containing 8	4.4313	0.56859	0.43739	0.1	0.1168	1.4387	4.9258	0	0	1.9049	2.059
Ccdc80	Coiled-coil domain containing 80	49.421	1.7753	2.8117	0.15779	0.29139	2.4325	0.85168	0	0	3.2704	-3.4768
Ccdc81	Coiled-coil domain containing 81	0.22372	0.17084	0.11287	0.1	0.1	0.1	0.1	0	0	0.17464	-0.42837
Ccdc82	Coiled-coil domain containing 82	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Ccdc83	Coiled-coil domain containing 83	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Ccdc84	Coiled-coil domain containing 84	8.4167	3.5037	3.9809	2.0651	1.0102	3.5123	2.4177	0	0	1.9785	-0.63257
Ccdc85a	Coiled-coil domain containing 85A	3.7262	8.0423	2.0784	0.33324	0.39999	0.1342	16.63	0	0	2.3774	2.7615
Ccdc85b	Coiled-coil domain containing 85B	6.3566	9.2838	11.932	5.9003	4.8889	13.847	23.598	0	0	1.2872	1.4394
Ccdc85c		4.4465	10.605	4.4708	1.6202	1.5967	4.8973	5.1447	0	0	1.4854	0.15957
Ccdc86	Coiled-coil domain containing 86	2.3423	2.1411	4.8977	4.4104	3.1043	17.262	3.1079	0	0	0.6578	-0.87328
Ccdc87	Coiled-coil domain containing 87	0.1	0.1143	0.1	0.1	0.15649	0.1	0.1	0	0	-0.64608	-0.1609
Ccdc88a	Coiled-coil domain containing 88A	25.551	11.927	15.722	5.4834	1.288	0.30917	6.3836	0	0	3.6096	-0.65429
Ccdc88b	Coiled-coil domain containing 88B	0.1	0.18433	1.571	0.1	0.12832	33.906	0.1	0	0	3.6138	-5.9065
Ccdc88c	Coiled-coil domain containing 88C	11.53	2.0114	4.3265	3.524	0.84166	0.10747	1.6733	0	0	2.3619	-1.1539
Ccdc89	Coiled-coil domain containing 89	0.2509	0.11125	0.37152	0.6701	0.67839	0.1	0.10434	0	0	-0.86866	-1.8015
Ccdc9	Coiled-coil domain containing 9	16.066	13.566	10.482	6.9989	4.8785	25.893	9.449	0	0	1.1034	-0.45814
Ccdc90a	Coiled-coil domain containing 90A	10.525	1.4605	9.1228	3.7094	1.2039	6.4833	5.74	0	0	2.9218	0.083427
Ccdc90b	Coiled-coil domain containing 90B	11.314	10.687	12.624	7.3995	4.1812	3.5099	15.375	0	0	1.5942	0.89181
Ccdc91	Coiled-coil domain containing 91	3.2122	4.976	6.9135	8.3403	8.6808	5.2907	11.891	0	0	-0.32841	0.93125
Ccdc92	Coiled-coil domain containing 92	0.69016	10.243	6.661	9.38	9.7122	0.84049	0.27307	0	0	-0.54406	-4.5176
Ccdc93	Coiled-coil domain containing 93	4.5526	1.8991	4.1121	1.6815	0.592	7.9404	1.3494	0	0	2.7962	-1.3597
Ccdc94	Coiled-coil domain containing 94	3.5321	2.2452	2.8336	2.4391	2.1754	5.9844	3.7505	0	0	0.38136	0.22828
Ccdc96	Coiled-coil domain containing 96	0.63135	0.22091	0.22241	0.12554	0.1	0.1	0.10595	0	0	1.1532	-1.1392
Ccdc97	Coiled-coil domain containing 97	7.2902	11.807	12.66	13.404	10.087	34.769	9.808	0	0	0.32786	-0.6132
Ccdc99	Coiled-coil domain containing 99	0.88492	0.1482	1.1992	0.17983	0.1	0.26819	0.67576	0	0	3.584	0.5443
Cchcr1	Coiled-coil alpha-helical rod protein 1	3.334	1.0679	1.1738	0.19423	0.1	1.0069	4.0418	0	0	3.5531	1.8182
Ccin	Calicin	0.16377	0.24501	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.43079
Cck	Cholecystokinin	4.0391	70.484	8.8387	1.2783	11.892	7.4897	1.7051	0	0	-0.4281	-3.3459
